data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor,delivery_time_hours,duplicate_flag,same_city
test,38:32.9,thanos::sroute:e7281daf-3cdf-4dc6-be95-95266c9dab67,FTL,trip-153852351286291370,IND384265AAB,Patan_Central_D_2 (Gujarat),IND385320AAA,Bhabhar_TirupDPP_D (Gujarat),32:32.2,30:15.2,117,TRUE,22,03-10-2018 02:49,26.45005972,32,36,30.8795,0.888888889,32,36,30.8795,0.888888889,1.961927129,0,0
training,00:04.3,thanos::sroute:870bead8-6c8a-458f-b4d8-658de44bc675,FTL,trip-153800280431751148,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND834002AAB,Ranchi_Hub (Jharkhand),00:04.3,19:39.2,1939,TRUE,462,27-09-2018 18:02,462.6743905,792,406,573.6482,1.950738916,66,19,27.4224,3.473684211,32.32634816,1,0
training,34:48.2,thanos::sroute:16f438c4-c258-4955-8358-bdb1e256f1dc,FTL,trip-153799768822777167,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),34:48.2,55:53.2,3261,TRUE,1562,27-09-2018 04:59,1562.598624,2801,1318,1843.7845,2.125189681,39,23,33.904,1.695652174,54.3513719,1,0
training,01:36.6,thanos::sroute:77305115-fe64-48ff-923a-535ac6d1deb0,FTL,trip-153783009661048537,IND821115AAB,Sasaram_Central_I_2 (Bihar),IND802101AAA,Buxar_Sarswati_D (Bihar),01:36.6,10:34.6,188,TRUE,22,25-09-2018 01:15,22.72367606,50,21,28.5278,2.380952381,50,21,28.5278,2.380952381,3.149434844,1,0
training,17:20.7,thanos::sroute:36137a0d-fb48-4f31-8fc0-d3a938652f7f,FTL,trip-153753224072286531,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND364004AAB,Bhavnagar_ChtrGIDC_IP (Gujarat),17:20.7,44:14.4,506,TRUE,88,21-09-2018 18:27,89.16285639,130,78,98.6743,1.666666667,42,26,28.3987,1.615384615,8.448231735,1,0
training,48:43.8,thanos::sroute:2994b7ae-bb9c-4d7c-a30f-78825535ebe2,FTL,trip-153680332381212407,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),48:43.8,06:06.1,1577,TRUE,330,13-09-2018 19:30,330.1178708,442,268,359.6693,1.649253731,25,16,23.1721,1.5625,26.28953678,1,0
test,24:08.5,thanos::sroute:870bead8-6c8a-458f-b4d8-658de44bc675,FTL,trip-153818784850260867,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND834002AAB,Ranchi_Hub (Jharkhand),24:08.5,21:39.6,1797,TRUE,176,30-09-2018 02:05,176.2721855,344,171,241.1398,2.011695906,23,28,39.6293,0.821428571,29.9586385,1,0
training,24:47.8,thanos::sroute:bc7dbb1d-9379-4674-b8d3-f9c3b965bb38,FTL,trip-153710789070188261,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),24:47.8,01:34.2,2256,TRUE,1276,16-09-2018 18:47,1277.023659,1986,992,1402.3116,2.002016129,24,17,23.4611,1.411764706,37.61288108,1,0
training,51:59.0,thanos::sroute:3def24ea-f80d-4d49-b450-720dc5d13d04,FTL,trip-153796991899852276,IND395023AAA,Surat_HUB (Gujarat),IND110037AAM,Delhi_Airport_H (Delhi),51:59.0,37:52.9,2025,TRUE,110,27-09-2018 19:38,110.4417058,168,100,121.1527,1.68,28,15,21.3832,1.866666667,33.76497511,1,0
training,53:44.5,thanos::sroute:d9a57c14-540d-4dc0-8cda-8f8e59727472,Carting,trip-153738322451077955,IND201301AAM,Noida_Sector63_L (Uttar Pradesh),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),53:44.5,19:16.9,265,TRUE,18,19-09-2018 22:28,18.60460402,43,21,23.3817,2.047619048,16,8,9.5988,2,4.425676515,1,0
training,54:05.0,thanos::sroute:a3414a57-5b1f-4cc0-bf8e-1a46456c9f53,FTL,trip-153704484499634391,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),54:05.0,59:26.0,1085,TRUE,88,16-09-2018 11:44,89.59164629,117,71,100.2889,1.647887324,25,18,26.136,1.388888889,18.08915523,1,0
training,43:45.0,thanos::sroute:57353380-6dea-4fd1-8639-dd5534523105,Carting,trip-153720622501597148,IND560002AAA,Bengaluru_KHRoad_I (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),43:45.0,18:46.8,95,FALSE,21,17-09-2018 18:05,21.16257005,47,33,25.7275,1.424242424,8,4,3.8976,2,1.583826073,0,0
training,24:46.0,thanos::sroute:cb240b73-9427-4a7e-ac84-c3d56fce2b5e,FTL,trip-153779188596562555,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND370201AAA,Gandhidham_Sector1A_IP (Gujarat),24:46.0,34:52.7,730,TRUE,220,24-09-2018 18:07,220.7068848,375,281,288.8374,1.334519573,31,26,27.9458,1.192307692,12.16853264,0,0
training,27:06.1,thanos::sroute:fd23d4f1-012f-4247-80e9-506d32e982a1,FTL,trip-153714402614476210,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),27:06.1,52:42.2,625,TRUE,264,17-09-2018 05:05,264.6155229,333,214,298.68,1.556074766,21,14,19.9203,1.5,10.42667789,1,0
training,57:10.9,thanos::sroute:33cbf626-460e-49b9-910c-90124c515eb5,FTL,trip-153773983094386480,IND410401AAA,Lonavala_NngrgnRd_D (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),57:02.2,55:50.0,418,FALSE,68,24-09-2018 02:27,68.29219137,381,70,86.7438,5.442857143,381,70,86.7438,5.442857143,6.979936982,0,0
test,30:08.4,thanos::sroute:a55479f7-a834-41f4-8b3a-a6764ea808ac,Carting,trip-153859140837155475,IND000000ADV,Chennai_Mdhavram_C (Tamil Nadu),IND600044AAC,Chennai_Chrompet_PC (Tamil Nadu),30:08.4,39:13.7,129,TRUE,27,03-10-2018 19:20,29.46362939,47,37,40.1601,1.27027027,20,17,18.6751,1.176470588,2.151474466,1,0
training,43:30.4,thanos::sroute:54fa29f1-d450-412c-b448-f20405acafdd,FTL,trip-153789021038037889,IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),05:27.7,30:42.0,205,TRUE,66,25-09-2018 23:53,66.05005569,96,52,74.4772,1.846153846,22,15,22.2916,1.466666667,3.420639275,1,0
test,07:01.3,thanos::sroute:428d54ed-5116-4752-ab45-3cb2f6773586,FTL,trip-153847482133096262,IND451666AAA,Sendhwa_VishnuVhr_D (Madhya Pradesh),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),14:51.0,25:29.2,850,TRUE,242,03-10-2018 09:50,247.8655568,443,198,279.1228,2.237373737,17,20,28.4301,0.85,14.17725878,0,0
training,22:34.5,thanos::sroute:31171483-ca90-40a9-94d5-39309e6f9673,Carting,trip-153739575445746900,IND695012AAA,Trivandrum_Mnanthla_H (Kerala),IND695101AAB,Attingal_Central_D_2 (Kerala),22:34.5,56:32.7,153,TRUE,9,20-09-2018 00:31,9.846134762,12,11,10.9952,1.090909091,12,11,10.9952,1.090909091,2.566188553,0,0
training,30:18.3,thanos::sroute:7fcc6d16-2185-4c70-bd73-1b10e881ef41,FTL,trip-153681301834282390,IND736146AAA,Mathabhang_Pshimpra_D (West Bengal),IND736135AAA,Dinhata_WrdN4DPP_D (West Bengal),05:24.4,02:57.7,117,TRUE,22,13-09-2018 10:01,22.25327172,48,45,43.7046,1.066666667,48,45,43.7046,1.066666667,1.959269315,0,0
training,36:20.4,thanos::sroute:9ff9217a-3084-48e0-aab2-b3406069540e,FTL,trip-153764498037969199,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),36:20.4,37:12.9,1380,TRUE,528,23-09-2018 02:54,532.8530167,938,457,646.4678,2.052516411,23,17,24.2015,1.352941176,23.01459466,1,0
training,33:22.7,thanos::sroute:09b4c49e-0e89-40b6-99b3-e671400fe5ef,Carting,trip-153671240266732246,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),33:22.7,57:48.0,264,TRUE,27,12-09-2018 01:55,28.39324318,171,45,40.3047,3.8,59,16,14.1472,3.6875,4.407027829,0,0
training,24:47.8,thanos::sroute:bc7dbb1d-9379-4674-b8d3-f9c3b965bb38,FTL,trip-153710789070188261,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),24:47.8,01:34.2,2256,TRUE,1056,17-09-2018 00:47,1056.543573,1625,804,1138.4503,2.021144279,28,17,24.2228,1.647058824,37.61288108,1,0
training,14:59.4,thanos::sroute:d2d2f88b-f0bf-47e8-976f-dff09d50f4a4,Carting,trip-153739169938965731,IND110044AAB,Del_Okhla_PC (Delhi),IND131028AAB,Sonipat_Kundli_H (Haryana),14:59.4,37:03.1,202,TRUE,36,19-09-2018 23:09,36.56583611,62,49,38.6221,1.265306122,15,11,11.38,1.363636364,3.367688335,0,0
training,44:50.3,thanos::sroute:94742064-f007-409d-b539-2005fd6a3bbe,FTL,trip-153785429032928576,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND732103AAB,Malda_Central_I_3 (West Bengal),44:50.3,38:38.7,833,TRUE,110,25-09-2018 14:49,112.9561963,285,93,132.9298,3.064516129,33,17,24.4479,1.941176471,13.89677944,1,0
training,28:33.2,thanos::sroute:4029a8a2-6c74-4b7e-a6d8-f9e069fbcea9,FTL,trip-153712971315208488,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),21:00.2,24:51.3,2943,TRUE,1122,18-09-2018 05:18,1123.378017,1740,1035,1369.9145,1.68115942,83,46,65.3216,1.804347826,49.06419264,1,0
training,08:55.9,thanos::sroute:6e01eb09-11ca-4a88-839f-2fe0836c5fa8,Carting,trip-153772973586859064,IND400072AAB,Mumbai Hub (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),08:55.9,29:31.5,140,FALSE,20,23-09-2018 19:43,20.92902038,98,20,25.6488,4.9,26,3,3.1427,8.666666667,2.343242209,0,0
test,07:58.3,thanos::sroute:15c921f8-8a40-44cc-95ac-59f93d25f780,FTL,trip-153818327834012967,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND751002AAB,Bhubaneshwar_Hub (Orissa),07:58.3,14:00.4,2466,TRUE,242,30-09-2018 11:02,242.0591023,419,216,304.6377,1.939814815,49,20,29.2682,2.45,41.10057489,1,0
training,46:55.0,thanos::sroute:9d8ed3f7-a8af-4393-ad7a-c57a7209ed8a,FTL,trip-153680321504598824,IND832109AAB,Jamshedpur_Central_I_3 (Jharkhand),IND834002AAB,Ranchi_Hub (Jharkhand),46:55.0,47:37.1,300,TRUE,88,13-09-2018 03:25,89.07671792,177,76,108.4192,2.328947368,39,23,32.5853,1.695652174,5.011668171,1,0
test,35:57.7,thanos::sroute:247d61d5-66f4-4c12-98ab-b78a33001d9c,Carting,trip-153817775771638176,IND690548AAA,Haripad_Kumrpurm_D (Kerala),IND688009AAA,Alappuzha_Pazhvedu_D (Kerala),34:43.8,44:32.7,69,FALSE,23,29-09-2018 03:53,23.48060957,39,31,27.8147,1.258064516,11,9,8.5359,1.222222222,1.163573715,1,0
training,29:38.4,thanos::sroute:710b090e-84f6-48e7-8caf-1cc1eb9decd6,Carting,trip-153773097843037710,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),29:38.4,44:18.4,254,TRUE,27,23-09-2018 21:33,27.2539768,48,36,35.2946,1.333333333,17,11,12.4605,1.545454545,4.244443736,0,0
training,01:18.0,thanos::sroute:e99132dc-bec8-4ca4-816d-b54238af1d24,FTL,trip-153730087802936924,IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),IND518501AAA,Nandyal_SrnvsNgr_D (Andhra Pradesh),01:18.0,56:52.4,415,TRUE,44,19-09-2018 01:47,47.73102239,66,45,58.2021,1.466666667,10,23,33.8443,0.434782609,6.926209266,0,0
training,39:40.1,thanos::sroute:b9142a73-d68f-46ec-9afc-d145479184b6,FTL,trip-153763438008564405,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND422011AAD,Nashik_TgrniaRD_I (Maharashtra),39:40.1,04:51.4,385,TRUE,44,22-09-2018 21:32,46.42700706,63,38,55.1174,1.657894737,36,22,31.4405,1.636363636,6.419820022,1,0
training,27:21.6,thanos::sroute:fa83fd49-3327-4503-8e80-bf58ed636cc7,FTL,trip-153782804156105085,IND834002AAB,Ranchi_Hub (Jharkhand),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),25:53.9,38:12.4,1752,TRUE,770,25-09-2018 20:40,770.5033233,1192,620,834.6981,1.922580645,23,15,22.3399,1.533333333,29.20511159,1,0
training,03:16.1,thanos::sroute:48117ed8-ce82-41f4-9cd0-f065c1044d33,FTL,trip-153790219609996196,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND384205AAA,Mehsana_Panchot_IP (Gujarat),03:16.1,57:11.9,293,FALSE,82,25-09-2018 19:25,82.3438919,258,85,95.2131,3.035294118,181,18,20.0162,10.05555556,4.898824735,0,0
test,35:42.4,thanos::sroute:a4bf93af-8105-4dff-818e-cb79ddd69761,FTL,trip-153802294243762443,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),35:42.4,56:08.0,2780,TRUE,132,28-09-2018 19:32,132.2489398,285,114,156.3214,2.5,33,20,28.0855,1.65,46.34043415,1,0
training,37:26.1,thanos::sroute:a3414a57-5b1f-4cc0-bf8e-1a46456c9f53,FTL,trip-153747584609116283,IND395023AAA,Surat_HUB (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),33:59.5,11:15.5,397,TRUE,22,22-09-2018 12:16,22.64514598,40,18,26.8523,2.222222222,40,18,26.8523,2.222222222,6.62110275,1,0
training,16:58.4,thanos::sroute:207339fb-6d6d-4310-9a01-2f12de3430b0,FTL,trip-153789941838799236,IND415124AAA,Karad_Mundhe_D (Maharashtra),IND415605AAA,Chiplun_LxmiNiws_D (Maharashtra),39:29.2,24:23.0,224,TRUE,44,26-09-2018 01:49,44.32279804,152,114,60.8642,1.333333333,82,53,28.3831,1.547169811,3.748269936,1,0
training,58:04.2,thanos::sroute:ba13d833-af7e-4411-846a-04390e646bb4,Carting,trip-153760668419540106,IND721602AAB,Haldia_Central_D_2 (West Bengal),IND721139AAC,Panskura_Central_D_3 (West Bengal),23:36.8,39:49.4,136,FALSE,53,22-09-2018 11:33,53.46517036,116,62,72.0912,1.870967742,14,10,8.0967,1.4,2.270167179,1,0
training,28:26.9,thanos::sroute:40b6dc9c-faa1-4753-8bc8-ac8c3e057d52,Carting,trip-153677690691147138,IND400102AAB,Mumbai_Jogeshwri_L (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),28:26.9,04:28.4,156,FALSE,22,12-09-2018 19:11,22.7231098,58,27,31.2995,2.148148148,22,9,8.0834,2.444444444,2.600413198,0,0
training,53:18.8,thanos::sroute:207339fb-6d6d-4310-9a01-2f12de3430b0,FTL,trip-153721040196662572,IND415124AAA,Karad_Mundhe_D (Maharashtra),IND415605AAA,Chiplun_LxmiNiws_D (Maharashtra),48:23.5,53:13.9,184,TRUE,66,48:23.5,71.71188979,181,169,90.2316,1.071005917,181,169,90.2316,1.071005917,3.080674009,0,0
training,34:09.8,thanos::sroute:884f7550-53c2-48f7-a639-91e5b5d3a831,Carting,trip-153689604975253520,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560058AAB,Bengaluru_Peenya_IP (Karnataka),34:09.8,32:02.9,117,TRUE,27,14-09-2018 04:33,28.44986094,55,34,31.3859,1.617647059,22,14,14.4545,1.571428571,1.964764441,0,0
training,51:39.6,thanos::sroute:15c921f8-8a40-44cc-95ac-59f93d25f780,FTL,trip-153766389958501131,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND751002AAB,Bhubaneshwar_Hub (Orissa),51:39.6,40:24.6,2508,TRUE,88,24-09-2018 15:22,88.22313619,189,85,120.8186,2.223529412,50,17,25.2819,2.941176471,41.81250057,1,0
training,58:14.9,thanos::sroute:f41c4e69-9b78-4737-81ce-58442d6e8ae0,Carting,trip-153673549485156899,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),58:14.9,15:35.1,257,TRUE,18,12-09-2018 10:39,18.64678053,36,30,29.3138,1.2,10,6,6.8678,1.666666667,4.288947353,0,0
test,58:33.3,thanos::sroute:0007affd-fd01-4cf0-8a4f-90419df059f7,Carting,trip-153847071330846321,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),58:33.3,02:40.8,184,FALSE,17,02-10-2018 10:49,17.33929922,52,25,28.7931,2.08,25,12,14.7224,2.083333333,3.068749694,0,0
training,15:18.9,thanos::sroute:db3c468a-dd4e-4646-ae40-eb4d1a4d23d7,FTL,trip-153705331891862619,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),57:11.9,59:18.8,1562,TRUE,110,17-09-2018 01:47,111.5882298,223,116,156.9741,1.922413793,42,27,34.0077,1.555555556,26.03525808,1,0
training,53:52.1,thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,FTL,trip-153724283212691353,IND721253AAC,ChandroknaRD_Central_DPP_3 (West Bengal),IND721306AAA,Kharagpur_DC (West Bengal),15:26.8,36:52.8,141,FALSE,47,18-09-2018 12:05,47.53841384,88,42,52.7432,2.095238095,5,1,2.6154,5,2.357213405,1,0
training,34:58.2,thanos::sroute:3592c86e-c3d1-429b-917a-ebe9051215dc,FTL,trip-153788249820559505,IND781018AAB,Guwahati_Hub (Assam),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),34:58.2,42:46.5,2227,TRUE,286,26-09-2018 16:47,286.2416245,579,240,338.6618,2.4125,33,16,22.8284,2.0625,37.1300945,1,0
training,46:26.2,thanos::sroute:9cc2e84c-d236-4f28-9b13-3f52977a468c,FTL,trip-153728558615165986,IND131028AAB,Sonipat_Kundli_H (Haryana),IND247667AAB,Roorkee_IOTCEncl_L (Uttarakhand),46:26.2,11:48.9,445,TRUE,22,18-09-2018 22:29,22.4077739,39,26,24.1037,1.5,39,26,24.1037,1.5,7.422972465,0,0
training,40:09.8,thanos::sroute:df8d7098-cfd9-48f3-9bf3-a3144a434a55,FTL,trip-153713761446468386,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),40:09.8,48:26.7,1508,TRUE,22,17-09-2018 20:54,23.93102526,39,30,31.1785,1.3,39,30,31.1785,1.3,25.13800598,1,0
training,54:07.3,thanos::sroute:15c921f8-8a40-44cc-95ac-59f93d25f780,FTL,trip-153732204729304467,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND751002AAB,Bhubaneshwar_Hub (Orissa),54:07.3,32:22.5,2498,TRUE,990,19-09-2018 12:58,990.8436974,1829,960,1342.8262,1.905208333,58,19,27.019,3.052631579,41.63755611,1,0
test,31:08.9,thanos::sroute:c5efb285-4f4b-43f8-9b74-2c6e7fa85623,Carting,trip-153858066887375450,IND700136AAG,Kolkata_Narynpur_C (West Bengal),IND712310AAA,Kolkata_Dankuni_P (West Bengal),31:08.9,04:22.9,213,FALSE,17,03-10-2018 15:51,17.48630361,116,19,23.0121,6.105263158,54,10,10.6263,5.4,3.553893972,0,0
training,40:18.8,thanos::sroute:e2f5faaa-455a-494b-a501-549c3e3081ec,FTL,trip-153693601882720193,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),17:05.3,02:02.7,2144,TRUE,594,15-09-2018 14:58,594.3446909,1045,551,711.3292,1.896551724,38,18,26.4085,2.111111111,35.74927588,1,0
test,15:51.3,thanos::sroute:34f33bf4-fb8c-476b-91fe-007dcddfb70b,FTL,trip-153834215131691040,IND444005AAB,Akola_Gaurkshn_I (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),42:40.0,38:40.8,956,TRUE,396,01-10-2018 09:56,397.2676717,720,348,491.8124,2.068965517,61,33,47.1953,1.848484848,15.93354701,1,0
training,26:39.0,thanos::sroute:4dd49af2-018a-465d-8f9a-d91ff73d400a,Carting,trip-153758679895397867,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560078AAC,BLR_JPNagar_Pc (Karnataka),26:39.0,46:56.0,140,TRUE,27,22-09-2018 04:11,27.08765689,93,30,29.5465,3.1,7,7,7.8621,1,2.338068162,0,0
training,50:32.5,thanos::sroute:9ded028c-c5e5-48f8-90f4-1669fef15db0,FTL,trip-153749103248348878,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND533106AAA,Rajamundry_AtoNgrRd_I (Andhra Pradesh),50:32.5,37:54.0,947,TRUE,352,21-09-2018 06:15,355.6830137,619,288,408.5972,2.149305556,42,22,32.6134,1.909090909,15.78931293,0,0
test,05:01.5,thanos::sroute:16f438c4-c258-4955-8358-bdb1e256f1dc,FTL,trip-153825870149033010,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),05:01.5,42:27.7,3217,TRUE,264,01-10-2018 19:23,265.7424917,389,240,317.883,1.620833333,29,29,24.4083,1,53.62394066,1,0
training,33:52.8,thanos::sroute:d81088e2-9ccd-43e9-9260-3e8563332ca9,FTL,trip-153676283275603143,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),33:52.8,58:15.7,324,TRUE,88,12-09-2018 16:53,88.66601218,166,80,109.0306,2.075,34,13,16.9319,2.615384615,5.406374104,1,0
training,42:44.2,thanos::sroute:67c77992-49e3-4594-9a75-9861ef082a00,FTL,trip-153686776420753400,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND131028AAB,Sonipat_Kundli_H (Haryana),42:44.2,15:12.3,2372,TRUE,396,15-09-2018 00:10,397.388803,648,342,478.8904,1.894736842,47,16,23.7386,2.9375,39.54112357,1,0
training,41:09.5,thanos::sroute:8c5ab716-198a-4395-b83f-567277357ab9,Carting,trip-153792246954681933,IND121102AAA,Palwal (Haryana),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),53:03.3,21:05.3,208,TRUE,27,26-09-2018 02:23,27.45834762,171,19,28.2126,9,28,13,14.6797,2.153846154,3.467227458,1,0
training,49:24.2,thanos::sroute:27e9c98a-7465-43e6-ab0c-3d36b5b1958f,FTL,trip-153738656418059072,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),49:24.2,31:58.6,1602,TRUE,374,20-09-2018 12:53,375.3269932,572,353,477.4983,1.620396601,24,17,24.3465,1.411764706,26.70955767,1,0
test,31:20.9,thanos::sroute:4929b1b0-8a36-42c6-b8a6-fdc784bd4a5a,Carting,trip-153811628086323422,IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND302020AAA,Jaipur_VarunCly_DC (Rajasthan),31:20.9,37:37.8,66,FALSE,9,28-09-2018 07:11,9.485764583,24,13,12.5994,1.846153846,0,0,0.0075,-1,1.104713227,0,0
training,44:20.4,thanos::sroute:db3c468a-dd4e-4646-ae40-eb4d1a4d23d7,FTL,trip-153722426043042934,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),56:54.6,37:10.9,1480,TRUE,550,18-09-2018 12:39,555.2942068,974,527,702.0254,1.848197343,32,43,53.4718,0.744186047,24.67118183,0,0
training,09:52.5,thanos::sroute:6f5d0135-589a-46ac-88ce-a85a9c2e30a2,FTL,trip-153730139245915218,IND606803AAA,Polur_StationRD_D (Tamil Nadu),IND606801AAB,Chetpet_Blmrgnst_D (Tamil Nadu),51:56.4,46:10.7,54,TRUE,22,19-09-2018 04:09,23.02210883,32,23,23.9485,1.391304348,32,23,23.9485,1.391304348,0.903970724,1,0
training,53:43.8,thanos::sroute:13a5c5c6-8dbf-4a91-b8fe-3c72c91fb051,FTL,trip-153730762383137867,IND244713AAA,Kashipur_Vaishali_D (Uttarakhand),IND263401AAA,Kashipur_BajprDPP_D (Uttarakhand),58:42.6,14:37.5,75,FALSE,19,19-09-2018 03:11,19.25258089,38,23,24.383,1.652173913,38,23,24.383,1.652173913,1.26526014,0,0
training,16:29.2,thanos::sroute:d9a400c3-d12c-4a54-af3d-628ca7594783,FTL,trip-153709658920426441,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),16:29.2,04:06.1,707,TRUE,198,16-09-2018 15:06,198.1019353,322,167,231.511,1.928143713,28,16,23.0819,1.75,11.7935803,1,0
test,22:25.4,thanos::sroute:c293f686-bad2-4807-a5bd-e3b3bac07671,Carting,trip-153823094536790696,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110085AAB,Delhi_Rohini_DPC (Delhi),22:25.4,49:16.1,266,FALSE,54,29-09-2018 17:28,54.58060081,78,65,64.2449,1.2,2,5,5.4675,0.4,4.447431199,0,0
training,37:41.2,thanos::sroute:f7efd254-c156-49c7-a4dd-8ac62472bab5,FTL,trip-153800506122182411,IND385535AAA,Deesa_HawaiPlr_DC (Gujarat),IND384205AAA,Mehsana_Panchot_IP (Gujarat),30:53.8,30:53.3,239,TRUE,22,27-09-2018 04:57,22.55834873,58,22,24.6977,2.636363636,58,22,24.6977,2.636363636,3.999847872,1,0
training,44:14.1,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153678145410444155,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),53:43.2,52:21.4,958,TRUE,286,14-09-2018 05:49,287.9930299,477,231,325.1233,2.064935065,30,17,24.1181,1.764705882,15.97726814,1,0
training,30:38.7,thanos::sroute:4029a8a2-6c74-4b7e-a6d8-f9e069fbcea9,FTL,trip-153694983868521936,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),41:31.7,53:49.3,3492,TRUE,1474,15-09-2018 19:30,1479.463566,2532,1349,1814.5161,1.876945886,48,28,40.3115,1.714285714,58.20488665,1,0
training,56:53.1,thanos::sroute:5a979b68-18ab-430b-8ef8-814741b21f01,Carting,trip-153672101309094813,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560002AAA,Bengaluru_KHRoad_I (Karnataka),56:53.1,55:50.2,178,TRUE,18,12-09-2018 04:31,19.0659697,76,23,22.2565,3.304347826,40,13,12.5729,3.076923077,2.982537002,0,0
